seq_no,piece,PC,resolveDir
984786,0,4201640,0
985387,0,4496596,0
984731,0,4204116,0
984735,0,4204132,0
984771,0,4199656,0
984766,0,4199640,0
985455,0,4199612,1
984807,0,4496712,0
984791,0,4201660,1
985437,0,4199556,0
985466,0,4203664,0
985495,0,4204092,0
984782,0,4199696,1
985322,0,4201640,0
985507,0,4204140,1
985267,0,4204116,0
985271,0,4204132,0
985307,0,4199656,0
985302,0,4199640,0
985514,0,4204192,1
985343,0,4496712,0
985491,0,4203732,1
985518,0,4204220,0
985559,0,4201652,0
985618,0,4496584,0
985327,0,4201660,1
985318,0,4199696,1
985621,0,4496596,0
985689,0,4199612,1
985741,0,4204140,1
985671,0,4199556,0
985729,0,4204092,0
985700,0,4203664,0
985556,0,4201640,0
985748,0,4204192,1
985147,0,4496796,1
985501,0,4204116,0
985505,0,4204132,0
985752,0,4204220,0
985541,0,4199656,0
985793,0,4201652,0
985536,0,4199640,0
985725,0,4203732,1
985577,0,4496712,0
985852,0,4496584,0
985561,0,4201660,1
985552,0,4199696,1
985855,0,4496596,0
984845,0,4496796,0
985790,0,4201640,0
985735,0,4204116,0
985739,0,4204132,0
985775,0,4199656,0
985381,0,4496796,1
985770,0,4199640,0
985811,0,4496712,0
985795,0,4201660,1
985786,0,4199696,1
985923,0,4199612,1
985905,0,4199556,0
985934,0,4203664,0
985975,0,4204140,1
985982,0,4204192,1
985963,0,4204092,0
985986,0,4204220,0
985959,0,4203732,1
986027,0,4201652,0
985615,0,4496796,1
986086,0,4496584,0
986024,0,4201640,0
986089,0,4496596,0
985969,0,4204116,0
985973,0,4204132,0
986009,0,4199656,0
986004,0,4199640,0
986157,0,4199612,1
986045,0,4496712,0
986029,0,4201660,1
986139,0,4199556,0
986168,0,4203664,0
986020,0,4199696,1
986209,0,4204140,1
986197,0,4204092,0
986216,0,4204192,1
985849,0,4496796,1
986220,0,4204220,0
986261,0,4201652,0
986193,0,4203732,1
986320,0,4496584,0
986323,0,4496596,0
986391,0,4199612,1
986373,0,4199556,0
986443,0,4204140,1
986402,0,4203664,0
986258,0,4201640,0
986450,0,4204192,1
986203,0,4204116,0
986207,0,4204132,0
986431,0,4204092,0
986454,0,4204220,0
986243,0,4199656,0
986495,0,4201652,0
986238,0,4199640,0
986427,0,4203732,1
986279,0,4496712,0
986554,0,4496584,0
986263,0,4201660,1
986254,0,4199696,1
986557,0,4496596,0
986083,0,4496796,1
986624,0,4199612,1
986606,0,4199556,0
986676,0,4204140,1
986635,0,4203664,0
986492,0,4201640,0
986683,0,4204192,1
986437,0,4204116,0
986441,0,4204132,0
986664,0,4204092,0
986687,0,4204220,0
986477,0,4199656,0
986728,0,4201652,0
986472,0,4199640,0
986660,0,4203732,1
986513,0,4496712,0
986787,0,4496584,0
986497,0,4201660,1
986488,0,4199696,1
986790,0,4496596,0
986858,0,4199612,1
986725,0,4201640,0
986670,0,4204116,0
986674,0,4204132,0
986840,0,4199556,0
986910,0,4204140,1
986869,0,4203664,0
986710,0,4199656,0
986917,0,4204192,1
986705,0,4199640,0
986898,0,4204092,0
986921,0,4204220,0
986746,0,4496712,0
986962,0,4201652,0
986317,0,4496796,1
986730,0,4201660,1
986894,0,4203732,1
986721,0,4199696,1
987021,0,4496584,0
987024,0,4496596,0
987092,0,4199612,1
987074,0,4199556,0
987144,0,4204140,1
987103,0,4203664,0
986959,0,4201640,0
987151,0,4204192,1
986904,0,4204116,0
986908,0,4204132,0
987132,0,4204092,0
987155,0,4204220,0
986944,0,4199656,0
987196,0,4201652,0
986551,0,4496796,1
986939,0,4199640,0
987128,0,4203732,1
986980,0,4496712,0
987255,0,4496584,0
986964,0,4201660,1
986955,0,4199696,1
987258,0,4496596,0
987326,0,4199612,1
987308,0,4199556,0
987378,0,4204140,1
987337,0,4203664,0
987385,0,4204192,1
986784,0,4496796,1
987193,0,4201640,0
987366,0,4204092,0
987389,0,4204220,0
987138,0,4204116,0
987142,0,4204132,0
987430,0,4201652,0
987178,0,4199656,0
987362,0,4203732,1
987173,0,4199640,0
987214,0,4496712,0
987489,0,4496584,0
987198,0,4201660,1
987189,0,4199696,1
987492,0,4496596,0
987560,0,4199612,1
987542,0,4199556,0
987612,0,4204140,1
987571,0,4203664,0
987427,0,4201640,0
987619,0,4204192,1
987372,0,4204116,0
987376,0,4204132,0
987600,0,4204092,0
987623,0,4204220,0
987412,0,4199656,0
987664,0,4201652,0
987018,0,4496796,1
987407,0,4199640,0
987596,0,4203732,1
987448,0,4496712,0
987723,0,4496584,0
987432,0,4201660,1
987423,0,4199696,1
987726,0,4496596,0
987794,0,4199612,1
987776,0,4199556,0
987846,0,4204140,1
987805,0,4203664,0
987661,0,4201640,0
987853,0,4204192,1
987606,0,4204116,0
987610,0,4204132,0
987834,0,4204092,0
987857,0,4204220,0
987646,0,4199656,0
987898,0,4201652,0
987641,0,4199640,0
987830,0,4203732,1
987252,0,4496796,1
987682,0,4496712,0
987666,0,4201660,1
987657,0,4199696,1
987895,0,4201640,0
987840,0,4204116,0
987844,0,4204132,0
987880,0,4199656,0
987486,0,4496796,1
987875,0,4199640,0
987916,0,4496712,0
987900,0,4201660,1
987891,0,4199696,1
987720,0,4496796,1
987954,0,4496796,0
987986,0,4496884,1
987989,0,4496596,0
988057,0,4199612,1
988039,0,4199556,0
988109,0,4204140,1
988068,0,4203664,0
988097,0,4204092,0
988116,0,4204192,1
988120,0,4204220,0
988161,0,4201652,0
988093,0,4203732,1
988249,0,4496884,1
988252,0,4496596,0
988320,0,4199612,1
988302,0,4199556,0
988372,0,4204140,1
988331,0,4203664,0
988360,0,4204092,0
988379,0,4204192,1
988383,0,4204220,0
988158,0,4201640,0
988424,0,4201652,0
988103,0,4204116,0
988107,0,4204132,0
988356,0,4203732,1
988512,0,4496884,1
988143,0,4199656,0
988138,0,4199640,0
988179,0,4496712,0
988515,0,4496596,1
988163,0,4201660,1
988154,0,4199696,1
988518,0,4496584,0
988524,0,4496584,1
988521,0,4496596,1
988217,0,4496796,0
988421,0,4201640,0
988366,0,4204116,0
988370,0,4204132,0
988406,0,4199656,0
988528,0,4496908,1
988401,0,4199640,0
988531,0,4496536,0
988442,0,4496712,0
988551,0,4496584,0
988426,0,4201660,1
988548,0,4496596,1
988417,0,4199696,1
988554,0,4496596,1
988557,0,4496584,0
988563,0,4496584,0
988560,0,4496596,1
988566,0,4496596,0
988634,0,4199612,1
988616,0,4199556,0
988686,0,4204140,1
988645,0,4203664,0
988674,0,4204092,0
988693,0,4204192,1
988697,0,4204220,0
988738,0,4201652,0
988670,0,4203732,1
988480,0,4496796,0
988797,0,4496584,0
988800,0,4496596,0
988868,0,4199612,1
988735,0,4201640,0
988850,0,4199556,0
988920,0,4204140,1
988680,0,4204116,0
988684,0,4204132,0
988879,0,4203664,0
988927,0,4204192,1
988720,0,4199656,0
988908,0,4204092,0
988715,0,4199640,0
988931,0,4204220,0
988756,0,4496712,0
988972,0,4201652,0
988904,0,4203732,1
988740,0,4201660,1
989031,0,4496584,0
988731,0,4199696,1
989034,0,4496596,0
989102,0,4199612,1
989084,0,4199556,0
989154,0,4204140,1
989113,0,4203664,0
988969,0,4201640,0
989161,0,4204192,1
988914,0,4204116,0
988918,0,4204132,0
989142,0,4204092,0
989165,0,4204220,0
988954,0,4199656,0
989206,0,4201652,0
988949,0,4199640,0
989138,0,4203732,1
988990,0,4496712,0
989265,0,4496584,0
988974,0,4201660,1
988965,0,4199696,1
989268,0,4496596,0
989336,0,4199612,1
989318,0,4199556,0
989388,0,4204140,1
989347,0,4203664,0
989395,0,4204192,1
989203,0,4201640,0
989376,0,4204092,0
989399,0,4204220,0
988794,0,4496796,1
989148,0,4204116,0
989152,0,4204132,0
989440,0,4201652,0
989188,0,4199656,0
989372,0,4203732,1
989183,0,4199640,0
989224,0,4496712,0
989499,0,4496584,0
989208,0,4201660,1
989199,0,4199696,1
989502,0,4496596,0
989570,0,4199612,1
989552,0,4199556,0
989622,0,4204140,1
989581,0,4203664,0
989437,0,4201640,0
989629,0,4204192,1
989382,0,4204116,0
989386,0,4204132,0
989610,0,4204092,0
989633,0,4204220,0
989422,0,4199656,0
989674,0,4201652,0
989028,0,4496796,1
989417,0,4199640,0
989606,0,4203732,1
989458,0,4496712,0
989733,0,4496584,0
989442,0,4201660,1
989433,0,4199696,1
989736,0,4496596,0
989804,0,4199612,1
989786,0,4199556,0
989856,0,4204140,1
989815,0,4203664,0
989671,0,4201640,0
989863,0,4204192,1
989616,0,4204116,0
989620,0,4204132,0
989844,0,4204092,0
989867,0,4204220,0
989656,0,4199656,0
989908,0,4201652,0
989651,0,4199640,0
989840,0,4203732,1
989262,0,4496796,1
989692,0,4496712,0
989967,0,4496584,0
989676,0,4201660,1
989667,0,4199696,1
989970,0,4496596,0
990037,0,4199612,1
990019,0,4199556,0
990089,0,4204140,1
990048,0,4203664,0
989905,0,4201640,0
990096,0,4204192,1
989850,0,4204116,0
989854,0,4204132,0
990077,0,4204092,0
990100,0,4204220,0
989890,0,4199656,0
990141,0,4201652,0
989496,0,4496796,1
989885,0,4199640,0
990073,0,4203732,1
989926,0,4496712,0
990200,0,4496584,0
989910,0,4201660,1
989901,0,4199696,1
990203,0,4496596,0
990271,0,4199612,1
990138,0,4201640,0
990083,0,4204116,0
990087,0,4204132,0
990253,0,4199556,0
990323,0,4204140,1
990282,0,4203664,0
990123,0,4199656,0
990330,0,4204192,1
990118,0,4199640,0
990311,0,4204092,0
990334,0,4204220,0
990159,0,4496712,0
990375,0,4201652,0
989730,0,4496796,1
990143,0,4201660,1
990307,0,4203732,1
990134,0,4199696,1
990372,0,4201640,0
990317,0,4204116,0
990321,0,4204132,0
990357,0,4199656,0
989964,0,4496796,1
990352,0,4199640,0
990393,0,4496712,0
990377,0,4201660,1
990368,0,4199696,1
990197,0,4496796,1
990431,0,4496796,0
990463,0,4496884,1
990466,0,4496596,0
990534,0,4199612,1
990516,0,4199556,0
990586,0,4204140,1
990545,0,4203664,0
990574,0,4204092,0
990593,0,4204192,1
990597,0,4204220,0
990638,0,4201652,0
990570,0,4203732,1
990726,0,4496884,1
990729,0,4496596,0
990797,0,4199612,1
990779,0,4199556,0
990849,0,4204140,1
990808,0,4203664,0
990837,0,4204092,0
990856,0,4204192,1
990860,0,4204220,0
990635,0,4201640,0
990901,0,4201652,0
990580,0,4204116,0
990584,0,4204132,0
990833,0,4203732,1
990989,0,4496884,1
990620,0,4199656,0
990615,0,4199640,0
990656,0,4496712,0
990992,0,4496596,0
990640,0,4201660,1
990631,0,4199696,1
991060,0,4199612,1
991042,0,4199556,0
991112,0,4204140,1
991071,0,4203664,0
991100,0,4204092,0
991119,0,4204192,1
991123,0,4204220,0
991164,0,4201652,0
991096,0,4203732,1
991252,0,4496884,1
991255,0,4496596,0
991323,0,4199612,1
991305,0,4199556,0
991375,0,4204140,1
991334,0,4203664,0
991363,0,4204092,0
991382,0,4204192,1
991386,0,4204220,0
991427,0,4201652,0
991359,0,4203732,1
991515,0,4496884,1
990694,0,4496796,0
991518,0,4496596,0
990898,0,4201640,0
990843,0,4204116,0
990847,0,4204132,0
991586,0,4199612,1
990883,0,4199656,0
990878,0,4199640,0
990919,0,4496712,0
991568,0,4199556,0
990903,0,4201660,1
991597,0,4203664,0
991638,0,4204140,1
991626,0,4204092,0
990894,0,4199696,1
991645,0,4204192,1
991649,0,4204220,0
991622,0,4203732,1
991690,0,4201652,0
991778,0,4496884,1
991781,0,4496596,1
991784,0,4496584,0
990957,0,4496796,0
991790,0,4496584,0
991161,0,4201640,0
991796,0,4496584,1
991106,0,4204116,0
991110,0,4204132,0
991787,0,4496596,1
991146,0,4199656,0
991793,0,4496596,1
991141,0,4199640,0
991182,0,4496712,0
991166,0,4201660,1
991157,0,4199696,1
991800,0,4496908,1
991803,0,4496536,0
991823,0,4496584,0
991829,0,4496584,0
991820,0,4496596,1
991826,0,4496596,1
991832,0,4496596,1
991835,0,4496584,0
991841,0,4496584,0
991838,0,4496596,1
991844,0,4496596,0
991220,0,4496796,0
991424,0,4201640,0
991369,0,4204116,0
991373,0,4204132,0
991409,0,4199656,0
991404,0,4199640,0
991445,0,4496712,0
991429,0,4201660,1
991420,0,4199696,1
991912,0,4199612,1
991894,0,4199556,0
991964,0,4204140,1
991923,0,4203664,0
991952,0,4204092,0
991971,0,4204192,1
991975,0,4204220,0
992016,0,4201652,0
991948,0,4203732,1
992075,0,4496584,0
992078,0,4496596,0
992146,0,4199612,1
992013,0,4201640,0
992128,0,4199556,0
992198,0,4204140,1
991958,0,4204116,0
991962,0,4204132,0
992157,0,4203664,0
992186,0,4204092,0
992205,0,4204192,1
991998,0,4199656,0
991993,0,4199640,0
992209,0,4204220,0
991483,0,4496796,0
992034,0,4496712,0
992250,0,4201652,0
992182,0,4203732,1
992018,0,4201660,1
992309,0,4496584,0
991687,0,4201640,0
992009,0,4199696,1
991632,0,4204116,0
991636,0,4204132,0
991672,0,4199656,0
992312,0,4496596,0
991667,0,4199640,0
991708,0,4496712,0
991692,0,4201660,1
992380,0,4199612,1
991683,0,4199696,1
992362,0,4199556,0
992432,0,4204140,1
992391,0,4203664,0
992420,0,4204092,0
992247,0,4201640,0
992439,0,4204192,1
992192,0,4204116,0
992196,0,4204132,0
992443,0,4204220,0
992232,0,4199656,0
992484,0,4201652,0
992227,0,4199640,0
992416,0,4203732,1
992268,0,4496712,0
992543,0,4496584,0
992252,0,4201660,1
992243,0,4199696,1
992546,0,4496596,0
992614,0,4199612,1
992596,0,4199556,0
992666,0,4204140,1
992625,0,4203664,0
992654,0,4204092,0
992673,0,4204192,1
992481,0,4201640,0
992677,0,4204220,0
992072,0,4496796,1
992426,0,4204116,0
992430,0,4204132,0
992718,0,4201652,0
992466,0,4199656,0
992650,0,4203732,1
992461,0,4199640,0
992502,0,4496712,0
992486,0,4201660,1
992477,0,4199696,1
991746,0,4496796,0
992715,0,4201640,0
992660,0,4204116,0
992664,0,4204132,0
992700,0,4199656,0
992306,0,4496796,1
992695,0,4199640,0
992736,0,4496712,0
992777,0,4496584,0
992720,0,4201660,1
992711,0,4199696,1
992780,0,4496596,0
992848,0,4199612,1
992830,0,4199556,0
992900,0,4204140,1
992859,0,4203664,0
992907,0,4204192,1
992888,0,4204092,0
992911,0,4204220,0
992952,0,4201652,0
992884,0,4203732,1
992540,0,4496796,1
993011,0,4496584,0
993014,0,4496596,0
993081,0,4199612,1
992949,0,4201640,0
993063,0,4199556,0
993133,0,4204140,1
992894,0,4204116,0
992898,0,4204132,0
993092,0,4203664,0
993140,0,4204192,1
992934,0,4199656,0
993121,0,4204092,0
992929,0,4199640,0
993144,0,4204220,0
992970,0,4496712,0
993185,0,4201652,0
992774,0,4496796,1
993117,0,4203732,1
992954,0,4201660,1
993244,0,4496584,0
992945,0,4199696,1
993247,0,4496596,0
993315,0,4199612,1
993182,0,4201640,0
993127,0,4204116,0
993131,0,4204132,0
993297,0,4199556,0
993367,0,4204140,1
993326,0,4203664,0
993167,0,4199656,0
993374,0,4204192,1
993162,0,4199640,0
993355,0,4204092,0
993378,0,4204220,0
993203,0,4496712,0
993419,0,4201652,0
993187,0,4201660,1
993351,0,4203732,1
993178,0,4199696,1
993478,0,4496584,0
993481,0,4496596,0
993549,0,4199612,1
993531,0,4199556,0
993601,0,4204140,1
993560,0,4203664,0
993608,0,4204192,1
993416,0,4201640,0
993589,0,4204092,0
993612,0,4204220,0
993008,0,4496796,1
993361,0,4204116,0
993365,0,4204132,0
993653,0,4201652,0
993401,0,4199656,0
993585,0,4203732,1
993396,0,4199640,0
993437,0,4496712,0
993421,0,4201660,1
993412,0,4199696,1
993241,0,4496796,1
993650,0,4201640,0
993595,0,4204116,0
993599,0,4204132,0
993635,0,4199656,0
993630,0,4199640,0
993671,0,4496712,0
993655,0,4201660,1
993646,0,4199696,1
993475,0,4496796,1
993709,0,4496796,0
993741,0,4496884,1
993744,0,4496596,0
993812,0,4199612,1
993794,0,4199556,0
993864,0,4204140,1
993823,0,4203664,0
993852,0,4204092,0
993871,0,4204192,1
993875,0,4204220,0
993916,0,4201652,0
993848,0,4203732,1
994002,0,4496884,1
994005,0,4496596,0
994073,0,4199612,1
994055,0,4199556,0
994125,0,4204140,1
994084,0,4203664,0
994113,0,4204092,0
994132,0,4204192,1
994136,0,4204220,0
993913,0,4201640,0
994177,0,4201652,0
993858,0,4204116,0
993862,0,4204132,0
994109,0,4203732,1
994263,0,4496884,1
993898,0,4199656,0
993893,0,4199640,0
993934,0,4496712,0
994266,0,4496596,0
993918,0,4201660,1
993909,0,4199696,1
994334,0,4199612,1
994316,0,4199556,0
994345,0,4203664,0
994386,0,4204140,1
994374,0,4204092,0
994393,0,4204192,1
994397,0,4204220,0
994438,0,4201652,0
994370,0,4203732,1
994524,0,4496884,1
994527,0,4496596,1
994530,0,4496584,0
993970,0,4496796,0
994174,0,4201640,0
994119,0,4204116,0
994123,0,4204132,0
994159,0,4199656,0
994154,0,4199640,0
994195,0,4496712,0
994536,0,4496584,0
994179,0,4201660,1
994542,0,4496584,0
994533,0,4496596,1
994548,0,4496584,1
994170,0,4199696,1
994539,0,4496596,1
994545,0,4496596,1
994552,0,4496908,1
994555,0,4496536,0
994575,0,4496584,0
994572,0,4496596,1
994578,0,4496596,1
994231,0,4496796,0
994581,0,4496584,0
994587,0,4496584,0
994593,0,4496584,0
994435,0,4201640,0
994599,0,4496584,0
994380,0,4204116,0
994384,0,4204132,0
994584,0,4496596,1
994590,0,4496596,1
994420,0,4199656,0
994596,0,4496596,1
994415,0,4199640,0
994602,0,4496596,0
994456,0,4496712,0
994440,0,4201660,1
994670,0,4199612,1
994431,0,4199696,1
994652,0,4199556,0
994722,0,4204140,1
994681,0,4203664,0
994710,0,4204092,0
994729,0,4204192,1
994733,0,4204220,0
994774,0,4201652,0
994706,0,4203732,1
994833,0,4496584,0
994836,0,4496596,0
994904,0,4199612,1
994771,0,4201640,0
994886,0,4199556,0
994956,0,4204140,1
994716,0,4204116,0
994720,0,4204132,0
994915,0,4203664,0
994944,0,4204092,0
994963,0,4204192,1
994756,0,4199656,0
994751,0,4199640,0
994967,0,4204220,0
994792,0,4496712,0
995008,0,4201652,0
994940,0,4203732,1
994776,0,4201660,1
995067,0,4496584,0
994767,0,4199696,1
994492,0,4496796,0
995070,0,4496596,0
995138,0,4199612,1
995120,0,4199556,0
995190,0,4204140,1
995149,0,4203664,0
995178,0,4204092,0
995005,0,4201640,0
995197,0,4204192,1
994950,0,4204116,0
994954,0,4204132,0
995201,0,4204220,0
994990,0,4199656,0
995242,0,4201652,0
994985,0,4199640,0
995174,0,4203732,1
995026,0,4496712,0
995301,0,4496584,0
995010,0,4201660,1
995001,0,4199696,1
995304,0,4496596,0
995372,0,4199612,1
995354,0,4199556,0
995424,0,4204140,1
995383,0,4203664,0
995431,0,4204192,1
995239,0,4201640,0
995412,0,4204092,0
995435,0,4204220,0
994830,0,4496796,1
995184,0,4204116,0
995188,0,4204132,0
995476,0,4201652,0
995224,0,4199656,0
995408,0,4203732,1
995219,0,4199640,0
995260,0,4496712,0
995244,0,4201660,1
995235,0,4199696,1
995473,0,4201640,0
995418,0,4204116,0
995422,0,4204132,0
995458,0,4199656,0
995064,0,4496796,1
995453,0,4199640,0
995494,0,4496712,0
995478,0,4201660,1
995469,0,4199696,1
995298,0,4496796,1
995532,0,4496796,0
995564,0,4496884,1
995567,0,4496596,0
995634,0,4199612,1
995616,0,4199556,0
995686,0,4204140,1
995645,0,4203664,0
995674,0,4204092,0
995693,0,4204192,1
995697,0,4204220,0
995738,0,4201652,0
995670,0,4203732,1
995826,0,4496884,1
995829,0,4496596,0
995897,0,4199612,1
995879,0,4199556,0
995949,0,4204140,1
995908,0,4203664,0
995735,0,4201640,0
995937,0,4204092,0
995956,0,4204192,1
995680,0,4204116,0
995684,0,4204132,0
995960,0,4204220,0
995720,0,4199656,0
996001,0,4201652,0
995715,0,4199640,0
995933,0,4203732,1
995756,0,4496712,0
995740,0,4201660,1
995731,0,4199696,1
995794,0,4496796,0
995998,0,4201640,0
995943,0,4204116,0
995947,0,4204132,0
995983,0,4199656,0
995978,0,4199640,0
996019,0,4496712,0
996003,0,4201660,1
995994,0,4199696,1
996057,0,4496796,1
996060,0,4496584,0
996063,0,4496596,0
996131,0,4199612,1
996113,0,4199556,0
996183,0,4204140,1
996142,0,4203664,0
996190,0,4204192,1
996171,0,4204092,0
996194,0,4204220,0
996235,0,4201652,0
996167,0,4203732,1
996294,0,4496584,0
996297,0,4496596,0
996365,0,4199612,1
996232,0,4201640,0
996347,0,4199556,0
996417,0,4204140,1
996177,0,4204116,0
996181,0,4204132,0
996376,0,4203664,0
996424,0,4204192,1
996217,0,4199656,0
996405,0,4204092,0
996212,0,4199640,0
996428,0,4204220,0
996253,0,4496712,0
996469,0,4201652,0
996401,0,4203732,1
996237,0,4201660,1
996228,0,4199696,1
996466,0,4201640,0
996411,0,4204116,0
996415,0,4204132,0
996451,0,4199656,0
996446,0,4199640,0
996487,0,4496712,0
996471,0,4201660,1
996462,0,4199696,1
996291,0,4496796,1
996525,0,4496796,0
996557,0,4496884,1
996560,0,4496596,0
996628,0,4199612,1
996610,0,4199556,0
996680,0,4204140,1
996639,0,4203664,0
996668,0,4204092,0
996687,0,4204192,1
996691,0,4204220,0
996732,0,4201652,0
996664,0,4203732,1
996820,0,4496884,1
996823,0,4496596,1
996729,0,4201640,0
996826,0,4496584,0
996674,0,4204116,0
996678,0,4204132,0
996832,0,4496584,0
996838,0,4496584,0
996714,0,4199656,0
996844,0,4496584,0
996709,0,4199640,0
996829,0,4496596,1
996850,0,4496584,1
996750,0,4496712,0
996835,0,4496596,1
996841,0,4496596,1
996734,0,4201660,1
996847,0,4496596,1
996725,0,4199696,1
996854,0,4496908,1
996857,0,4496536,0
996877,0,4496584,0
996883,0,4496584,0
996889,0,4496584,0
996874,0,4496596,1
996895,0,4496584,0
996880,0,4496596,1
996886,0,4496596,1
996892,0,4496596,1
996898,0,4496596,1
996788,0,4496796,0
996901,0,4496584,0
996907,0,4496584,0
996913,0,4496584,0
996919,0,4496584,0
996904,0,4496596,1
996925,0,4496584,0
996910,0,4496596,1
996916,0,4496596,1
996922,0,4496596,1
996928,0,4496596,0
996995,0,4199612,1
996977,0,4199556,0
997047,0,4204140,1
997006,0,4203664,0
997035,0,4204092,0
997054,0,4204192,1
997058,0,4204220,0
997099,0,4201652,0
997031,0,4203732,1
997096,0,4201640,0
997041,0,4204116,0
997045,0,4204132,0
997081,0,4199656,0
997076,0,4199640,0
997117,0,4496712,0
997101,0,4201660,1
997092,0,4199696,1
997153,0,4496796,0
997185,0,4496884,1
997188,0,4496596,1
997191,0,4496584,0
997197,0,4496584,0
997203,0,4496584,0
997209,0,4496584,0
997194,0,4496596,1
997215,0,4496584,0
997200,0,4496596,1
997221,0,4496584,0
997206,0,4496596,1
997227,0,4496584,0
997212,0,4496596,1
997233,0,4496584,0
997218,0,4496596,1
997239,0,4496584,1
997224,0,4496596,1
997230,0,4496596,1
997236,0,4496596,1
997243,0,4496908,0
997343,0,4497132,0
997352,0,4497164,1
997367,0,4496536,0
997388,0,4496584,0
997394,0,4496584,0
997400,0,4496584,0
997406,0,4496584,0
997412,0,4496584,0
997418,0,4496584,0
997424,0,4496584,0
997385,0,4496596,1
997391,0,4496596,1
997397,0,4496596,1
997403,0,4496596,1
997409,0,4496596,1
997430,0,4496584,0
997415,0,4496596,1
997436,0,4496584,0
997421,0,4496596,1
997427,0,4496596,1
997433,0,4496596,1
997439,0,4496596,0
997508,0,4199612,1
997490,0,4199556,0
997560,0,4204140,1
997519,0,4203664,0
997548,0,4204092,0
997567,0,4204192,1
997571,0,4204220,0
997612,0,4201652,0
997544,0,4203732,1
997338,0,4497116,0
997609,0,4201640,0
997554,0,4204116,0
997558,0,4204132,0
997594,0,4199656,0
997589,0,4199640,0
997630,0,4496712,0
997614,0,4201660,1
997605,0,4199696,1
997666,0,4496796,0
997692,0,4496884,1
997695,0,4496596,1
997698,0,4496584,0
997704,0,4496584,0
997710,0,4496584,0
997716,0,4496584,0
997701,0,4496596,1
997722,0,4496584,0
997707,0,4496596,1
997728,0,4496584,0
997713,0,4496596,1
997734,0,4496584,0
997719,0,4496596,1
997740,0,4496584,0
997725,0,4496596,1
997746,0,4496584,1
997731,0,4496596,1
997737,0,4496596,1
997743,0,4496596,1
997750,0,4496908,1
997753,0,4496536,0
997774,0,4496584,0
997780,0,4496584,0
997786,0,4496584,0
997771,0,4496596,1
997792,0,4496584,0
997777,0,4496596,1
997798,0,4496584,0
997783,0,4496596,1
997789,0,4496596,1
997795,0,4496596,1
997801,0,4496596,0
997871,0,4199612,1
997853,0,4199556,0
997923,0,4204140,1
997882,0,4203664,0
997911,0,4204092,0
997930,0,4204192,1
997934,0,4204220,0
997975,0,4201652,0
997907,0,4203732,1
997972,0,4201640,0
997917,0,4204116,0
997921,0,4204132,0
997957,0,4199656,0
997952,0,4199640,0
997993,0,4496712,0
997977,0,4201660,1
997968,0,4199696,1
998029,0,4496796,0
998059,0,4496884,1
998062,0,4496596,0
998132,0,4199612,1
998114,0,4199556,0
998184,0,4204140,1
998143,0,4203664,0
998172,0,4204092,0
998191,0,4204192,1
998195,0,4204220,0
998236,0,4201652,0
998168,0,4203732,1
998323,0,4496884,1
998326,0,4496596,0
998233,0,4201640,0
998178,0,4204116,0
998182,0,4204132,0
998218,0,4199656,0
998213,0,4199640,0
998254,0,4496712,0
998238,0,4201660,1
998229,0,4199696,1
998396,0,4199612,1
998378,0,4199556,0
998448,0,4204140,1
998407,0,4203664,0
998436,0,4204092,0
998455,0,4204192,1
998459,0,4204220,0
998500,0,4201652,0
998432,0,4203732,1
998588,0,4496884,1
998591,0,4496596,0
998661,0,4199612,1
998643,0,4199556,0
998713,0,4204140,1
998672,0,4203664,0
998701,0,4204092,0
998720,0,4204192,1
998724,0,4204220,0
998765,0,4201652,0
998292,0,4496796,0
998697,0,4203732,1
998853,0,4496884,1
998497,0,4201640,0
998442,0,4204116,0
998446,0,4204132,0
998856,0,4496596,0
998482,0,4199656,0
998477,0,4199640,0
998518,0,4496712,0
998925,0,4199612,1
998502,0,4201660,1
998493,0,4199696,1
998907,0,4199556,0
998977,0,4204140,1
998936,0,4203664,0
998965,0,4204092,0
998984,0,4204192,1
998988,0,4204220,0
999029,0,4201652,0
998961,0,4203732,1
999115,0,4496884,1
999118,0,4496596,0
999188,0,4199612,1
999170,0,4199556,0
999240,0,4204140,1
999199,0,4203664,0
999228,0,4204092,0
999247,0,4204192,1
999251,0,4204220,0
999292,0,4201652,0
999224,0,4203732,1
999378,0,4496884,1
999381,0,4496596,0
998556,0,4496796,0
999451,0,4199612,1
998762,0,4201640,0
998707,0,4204116,0
998711,0,4204132,0
999433,0,4199556,0
999503,0,4204140,1
999462,0,4203664,0
998747,0,4199656,0
999491,0,4204092,0
999510,0,4204192,1
998742,0,4199640,0
999514,0,4204220,0
998783,0,4496712,0
999555,0,4201652,0
998767,0,4201660,1
999487,0,4203732,1
998758,0,4199696,1
999641,0,4496884,1
999644,0,4496596,0
999714,0,4199612,1
999696,0,4199556,0
999766,0,4204140,1
999725,0,4203664,0
999754,0,4204092,0
999773,0,4204192,1
999777,0,4204220,0
999818,0,4201652,0
999750,0,4203732,1
998821,0,4496796,0
999026,0,4201640,0
998971,0,4204116,0
998975,0,4204132,0
999011,0,4199656,0
999006,0,4199640,0
999047,0,4496712,0
999031,0,4201660,1
999022,0,4199696,1
999904,0,4496884,1
999907,0,4496596,0
999977,0,4199612,1
999959,0,4199556,0
1000029,0,4204140,1
999988,0,4203664,0
1000017,0,4204092,0
1000036,0,4204192,1
1000040,0,4204220,0
1000081,0,4201652,0
1000013,0,4203732,1
